,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,590.45227479,106.526160773,253.05097491,45.6540689027
2,2.0,588.297078783,105.68058791,252.127319478,45.291680533
3,3.0,586.159580034,104.845867235,251.211248586,44.9339431008
4,4.0,584.03954693,104.021792302,250.30266297,44.5807681295
5,5.0,581.936754761,103.208182249,249.401466326,44.2320781067
6,6.0,579.851018131,102.40481983,248.507579199,43.8877799271
7,7.0,577.782063214,101.611579454,247.620884234,43.5478197661
8,8.0,575.729719532,100.828245595,246.741308371,43.2121052551
9,9.0,573.693748532,100.054675715,245.868749371,42.8805753066
10,10.0,571.673972176,99.2906729403,245.003130933,42.5531455458
11,10.0,571.673972176,99.2906729403,245.003130933,42.5531455458
12,11.0,569.670140984,98.5361206743,244.144346136,42.2297660033
13,12.0,567.682148433,97.7907679069,243.292349328,41.9103291029
14,13.0,565.709723022,97.0545317269,242.447024152,41.5947993115
15,14.0,563.752667171,96.3272650706,241.608285931,41.2831136017
16,15.0,561.810834308,95.6087776046,240.776071846,40.975190402
17,16.0,559.884016944,94.8989378604,239.950292976,40.6709733687
18,17.0,557.972044887,94.1975946206,239.13087638,40.3703976945
19,18.0,556.074721656,93.5046231406,238.317737853,40.0734099174
20,19.0,554.19188039,92.8198745693,237.510805881,39.779946244
21,20.0,552.323348017,92.1432136225,236.710006293,39.4899486954
22,20.0,552.323348017,92.1432136225,236.710006293,39.4899486954
23,21.0,550.468961661,91.4745024214,235.915269283,39.2033581806
24,22.0,548.628563495,90.8135997572,235.126527212,38.9201141816
25,23.0,546.801909897,90.1604573998,234.34367567,38.6401960285
26,24.0,544.988937046,89.514852565,233.566687305,38.3635082421
27,25.0,543.189438962,88.8767118272,232.795473841,38.0900193545
28,26.0,541.403278261,88.2458916468,232.029976397,37.8196678486
29,27.0,539.630279106,87.6222999779,231.270119617,37.5524142762
30,28.0,537.870292197,87.0058175335,230.515839513,37.2882075144
31,29.0,536.123178148,86.3963232995,229.767076349,37.0269956998
32,30.0,534.388784669,85.7937110094,229.023764858,36.7687332898
33,30.0,534.388784669,85.7937110094,229.023764858,36.7687332898
34,31.0,532.666967947,85.197873324,228.285843406,36.5133742817
35,32.0,530.957581055,84.6087069495,227.553249023,36.2608744069
36,33.0,529.260488916,84.0261041442,226.825923821,36.0111874904
37,34.0,527.575540098,83.449976251,226.103802899,35.7642755361
38,35.0,525.902613905,82.8802069585,225.386834531,35.5200886965
39,36.0,524.241566896,82.316711073,224.674957241,35.2785904599
40,37.0,522.592273719,81.7593843825,223.968117308,35.0397361639
41,38.0,520.954599467,81.2081379481,223.266256914,34.803487692
42,39.0,519.328423667,80.6628735219,222.569324429,34.569802938
43,40.0,517.713597937,80.1235212216,221.877256259,34.3386519521
44,40.0,517.713597937,80.1235212216,221.877256259,34.3386519521
45,41.0,516.110020175,79.5899719185,221.190008647,34.1099879651
46,42.0,514.517547601,79.062157081,220.5075204,33.8837816061
47,43.0,512.936091669,78.5399641518,219.829753573,33.6599846365
48,44.0,511.365508922,78.0233297847,219.156646681,33.4385699077
49,45.0,509.805680277,77.5121748723,218.48814869,33.2195035167
50,46.0,508.256502086,77.0064090123,217.82421518,33.0027467196
51,47.0,506.717854645,76.5059587768,217.164794848,32.7882680472
52,48.0,505.189626611,76.0107476635,216.509839976,32.5760347129
53,49.0,503.671700871,75.520703366,215.859300373,32.3660157283
54,50.0,502.163976397,75.0357454387,215.213132742,32.1581766166
55,50.0,502.163976397,75.0357454387,215.213132742,32.1581766166
56,51.0,500.666358381,74.5557884241,214.571296449,31.9524807532
57,52.0,499.178710399,74.0807906575,213.933733028,31.7489102818
58,53.0,497.700960229,73.6106497108,213.300411527,31.5474213046
59,54.0,496.232973752,73.1453300838,212.671274465,31.3479986073
60,55.0,494.774680811,72.6847292064,212.046291776,31.1505982313
61,56.0,493.325956005,72.2288077788,211.425409716,30.9552033338
62,57.0,491.886720101,71.7774811635,210.808594329,30.7617776415
63,58.0,490.456862941,71.3306993139,210.195798403,30.5702997059
64,59.0,489.036289712,70.8883958398,209.586981305,30.3807410742
65,60.0,487.624915957,70.4505001911,208.982106839,30.1930715104
66,60.0,487.624915957,70.4505001911,208.982106839,30.1930715104
67,61.0,486.222635928,70.0169649904,208.381129684,30.0072707102
68,62.0,484.82936818,69.5877193447,207.784014934,29.8233082906
69,63.0,483.445016024,69.1627102211,207.190721153,29.6411615233
70,64.0,482.069489822,68.7418805845,206.601209924,29.4608059648
71,65.0,480.702709469,68.3251655235,206.015446915,29.2822137958
72,66.0,479.344577544,67.9125195604,205.433390376,29.1053655259
73,67.0,477.995021952,67.5038750639,204.855009408,28.9302321702
74,68.0,476.653943568,67.0991933469,204.280261529,28.7567971487
75,69.0,475.321261718,66.6984183117,203.709112165,28.5850364193
76,70.0,473.996905297,66.3014865024,203.141530842,28.4149227867
77,70.0,473.996905297,66.3014865024,203.141530842,28.4149227867
78,71.0,472.680781801,65.9083572346,202.577477915,28.2464388148
79,72.0,471.372809844,65.518983401,202.016918504,28.0795643147
80,73.0,470.072923385,65.1333023896,201.459824308,27.9142724527
81,74.0,468.781032726,64.7512753923,200.906156882,27.7505465967
82,75.0,467.497061282,64.3728563069,200.355883406,27.5883669887
83,76.0,466.220935191,63.997995865,199.808972225,27.4277125136
84,77.0,464.952589269,63.6266379688,199.265395401,27.2685591295
85,78.0,463.691939833,63.2587466015,198.725117071,27.1108914006
86,79.0,462.438909501,62.8942812827,198.188104072,26.9546919783
87,80.0,461.193434249,62.5331914124,197.654328964,26.7999391768
88,80.0,461.193434249,62.5331914124,197.654328964,26.7999391768
89,81.0,459.955440746,62.1754341586,197.12376032,26.6466146394
90,82.0,458.724855916,61.8209700871,196.596366821,26.4947014659
91,83.0,457.501611738,61.4697580182,196.072119316,26.3441820078
92,84.0,456.285652979,61.1217415929,195.550994134,26.1950321113
93,85.0,455.07689405,60.7769002217,195.032954593,26.0472429522
94,86.0,453.875267264,60.4351935934,194.517971685,25.9007972543
95,87.0,452.680727454,60.0965616343,194.006026052,25.7556692718
96,88.0,451.493179877,59.760996111,193.49707709,25.6118554761
97,89.0,450.312584781,59.4284346887,192.991107763,25.4693291523
98,90.0,449.13886965,59.0988497506,192.488086993,25.3280784645
99,90.0,449.13886965,59.0988497506,192.488086993,25.3280784645
100,91.0,447.971973851,58.7722015852,191.987988793,25.1880863937
101,92.0,446.811835145,58.4484562278,191.490786491,25.0493383833
102,93.0,445.658391305,58.1275768798,190.996453416,24.9118186628
103,94.0,444.511579826,57.8095328274,190.504962782,24.7755140689
104,95.0,443.371351649,57.4942781956,190.016293564,24.640404941
105,96.0,442.237634367,57.1817913991,189.530414729,24.5064820282
106,97.0,441.110376173,56.8720338557,189.047304074,24.3737287953
107,98.0,439.989515415,56.5649764192,188.566935178,24.2421327511
108,99.0,438.875004906,56.2605772611,188.089287817,24.111675969
109,100.0,437.766779337,55.9588141773,187.614334002,23.9823489331
110,100.0,437.766779337,55.9588141773,187.614334002,23.9823489331
111,101.0,436.664784456,55.6596548159,187.142050481,23.8541377782
112,102.0,435.568972932,55.3630602458,186.672416971,23.7270258196
113,103.0,434.479281274,55.0690099098,186.20540626,23.6010042471
114,104.0,433.395668941,54.7774610022,185.741000975,23.4760547152
115,105.0,432.318066429,54.4884007528,185.279171327,23.3521717512
116,106.0,431.24643237,54.2017892418,184.819899587,23.2293382465
117,107.0,430.180715775,53.9175971353,184.363163903,23.1075416294
118,108.0,429.120856465,53.6358041034,183.908938485,22.9867731872
119,109.0,428.066812051,53.3563770265,183.457205165,22.8670187256
120,110.0,427.01853156,53.0792881356,183.007942097,22.7482663438
121,110.0,427.01853156,53.0792881356,183.007942097,22.7482663438
122,111.0,425.975969201,52.8045078365,182.561129658,22.6305033585
123,112.0,424.939069278,52.5320160085,182.116743976,22.5137211465
124,113.0,423.907784939,52.2617847741,181.674764974,22.3979077603
125,114.0,422.882076943,51.9937827785,181.235175833,22.2830497623
126,115.0,421.861887065,51.7279927883,180.797951599,22.1691397665
127,116.0,420.847176489,51.4643827476,180.363075638,22.0561640348
128,117.0,419.837898611,51.2029306977,179.930527976,21.9441131562
129,118.0,418.83400761,50.9436100144,179.500288975,21.8329757205
130,119.0,417.835460554,50.6863964119,179.072340237,21.7227413194
131,120.0,416.842202035,50.4312771799,178.646658015,21.6134045058
132,120.0,416.842202035,50.4312771799,178.646658015,21.6134045058
133,121.0,415.854204644,50.1782124493,178.223230562,21.5049481925
134,122.0,414.871416271,49.9271880059,177.802035545,21.3973662882
135,123.0,413.893788297,49.6781870979,177.383052127,21.2906516134
136,124.0,412.921288009,49.4311784064,176.96626629,21.1847907456
137,125.0,411.953873923,49.1861386959,176.551660253,21.0797737268
138,126.0,410.991501024,48.9430495888,176.139214725,20.9755926808
139,127.0,410.0341203,48.7018987992,175.7289087,20.8722423426
140,128.0,409.081705709,48.4626502346,175.320731018,20.7697072434
141,129.0,408.134212283,48.2252881301,174.914662407,20.6679806272
142,130.0,407.19159951,47.9897930774,174.510685504,20.567054176
143,130.0,407.19159951,47.9897930774,174.510685504,20.567054176
144,131.0,406.253824655,47.7561483089,174.108781995,20.4669207039
145,132.0,405.320857877,47.5243248828,173.70893909,20.3675678069
146,133.0,404.392653728,47.2943099431,173.311137312,20.2689899756
147,134.0,403.469173292,47.0660851521,172.915359982,20.1711793509
148,135.0,402.550386029,46.8396246329,172.521594013,20.0741248426
149,136.0,401.636245473,46.6149192429,172.129819488,19.9778225326
150,137.0,400.726720659,46.3919443592,171.74002314,19.8822618683
151,138.0,399.821777624,46.1706794845,171.35219041,19.7874340648
152,139.0,398.921379747,45.9511074474,170.966305606,19.6933317632
153,140.0,398.025487627,45.7332135692,170.58235184,19.5999486725
154,140.0,398.025487627,45.7332135692,170.58235184,19.5999486725
155,141.0,397.134067524,45.5169789621,170.200314653,19.507276698
156,142.0,396.247085987,45.302384828,169.820179709,19.4153077834
157,143.0,395.364501658,45.0894218789,169.441929282,19.3240379481
158,144.0,394.486294018,44.8780587652,169.065554579,19.2334537565
159,145.0,393.612418832,44.6682890604,168.691036642,19.1435524545
