,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,649.191747782,46.5333461282,278.225034764,19.9428626264
2,2.0,645.513080996,45.9888560766,276.648463284,19.7095097471
3,3.0,641.877234544,45.4540661188,275.090243376,19.4803140509
4,4.0,638.283443581,44.9287577701,273.550047249,19.2551819015
5,5.0,634.730992029,44.4126874747,272.027568013,19.0340089177
6,6.0,631.219147856,43.9056520124,270.522491938,18.8167080053
7,7.0,627.747211971,43.4074376087,269.034519416,18.6031875466
8,8.0,624.314506613,42.9178319836,267.563359977,18.3933565644
9,9.0,620.92035996,42.4366386251,266.108725697,18.1871308393
10,10.0,617.564119394,41.9636629072,264.670336883,17.9844269602
11,10.0,617.564119394,41.9636629072,264.670336883,17.9844269602
12,11.0,614.245136393,41.4987258168,263.247915597,17.7851682072
13,12.0,610.96280176,41.041629955,261.841200754,17.5892699807
14,13.0,607.716491169,40.5922112051,260.449924787,17.396661945
15,14.0,604.505618114,40.1502869306,259.073836334,17.2072658274
16,15.0,601.32959706,39.715691345,257.712684454,17.0210105764
17,16.0,598.187850561,39.288268078,256.366221669,16.8378291763
18,17.0,595.079830696,38.8678482406,255.034213156,16.6576492459
19,18.0,592.00498088,38.4542883871,253.716420377,16.4804093087
20,19.0,588.962773531,38.0474318599,252.412617228,16.3060422257
21,20.0,585.952681127,37.6471378695,251.122577626,16.1344876584
22,20.0,585.952681127,37.6471378695,251.122577626,16.1344876584
23,21.0,582.974197449,37.253259219,249.846084621,15.9656825224
24,22.0,580.026821401,36.865658391,248.582923458,15.7995678818
25,23.0,577.110060662,36.4842032304,247.332883141,15.6360870987
26,24.0,574.223432403,36.1087663425,246.095756744,15.4751855754
27,25.0,571.36646827,35.7392193401,244.871343544,15.3168082886
28,26.0,568.538714082,35.3754324301,243.659448892,15.1608996129
29,27.0,565.739716408,35.0172885168,242.459878461,15.0074093643
30,28.0,562.969031297,34.6646724497,241.272441985,14.8562881928
31,29.0,560.226228136,34.3174689771,240.096954915,14.7074867045
32,30.0,557.510880894,33.9755694727,238.933234669,14.5609583454
33,30.0,557.510880894,33.9755694727,238.933234669,14.5609583454
34,31.0,554.82258525,33.6388552108,237.781107964,14.4166522332
35,32.0,552.160923759,33.3072313752,236.640395897,14.2745277322
36,33.0,549.525496911,32.9805970135,235.510927248,14.1345415772
37,34.0,546.915935378,32.6588297131,234.392543733,13.9966413056
38,35.0,544.331830471,32.3418585485,233.285070202,13.8607965208
39,36.0,541.772821371,32.0295740895,232.188352016,13.7269603241
40,37.0,539.238530358,31.7218936837,231.102227296,13.595097293
41,38.0,536.728613478,31.4187097942,230.026548634,13.4651613404
42,39.0,534.242705042,31.1199467859,228.961159304,13.3371200511
43,40.0,531.780457876,30.8255186386,227.905910518,13.2109365594
44,40.0,531.780457876,30.8255186386,227.905910518,13.2109365594
45,41.0,529.341537945,30.5353362157,226.860659119,13.0865726639
46,42.0,526.925612224,30.2493168669,225.825262382,12.963992943
47,43.0,524.532349875,29.9673841101,224.799578518,12.8431646186
48,44.0,522.161434233,29.6894561003,223.783471814,12.7240526144
49,45.0,519.812546246,29.4154609346,222.776805534,12.6066261148
50,46.0,517.485382685,29.1453185341,221.779449722,12.4908508003
51,47.0,515.179631991,28.878964784,220.791270853,12.3766991931
52,48.0,512.894999917,28.6163260231,219.812142822,12.2641397242
53,49.0,510.631209208,28.3573180901,218.841946803,12.1531363243
54,50.0,508.387955449,28.1018914831,217.880552335,12.0436677785
55,50.0,508.387955449,28.1018914831,217.880552335,12.0436677785
56,51.0,506.164966281,27.8499713234,216.927842692,11.9357019957
57,52.0,503.961958871,27.6014997059,215.983696659,11.8292141597
58,53.0,501.778670795,27.3564052336,215.048001769,11.7241736716
59,54.0,499.614827778,27.1146344212,214.120640476,11.6205576091
60,55.0,497.47017401,26.8761215796,213.201503147,11.5183378198
61,56.0,495.344457058,26.6408036643,212.290481596,11.4174872847
62,57.0,493.237413749,26.4086343578,211.387463035,11.3179861533
63,58.0,491.14880112,26.1795529556,210.492343337,11.2198084095
64,59.0,489.078376067,25.9535044413,209.605018315,11.1229304748
65,60.0,487.025908553,25.7304261626,208.72538938,11.0273254982
