,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,85.3584930322,622.200560975,36.5822112995,266.657383275
2,2.0,85.468008119,629.682967045,36.6291463367,269.864128733
3,3.0,85.5758365859,637.190341483,36.6753585368,273.081574921
4,4.0,85.6819726393,644.721173299,36.7208454168,276.309074271
5,5.0,85.7864357687,652.273916388,36.7656153295,279.545964166
6,6.0,85.8892545585,659.846991048,36.8096805251,282.791567592
7,7.0,85.9904439974,667.438818585,36.8530474275,286.045207965
8,8.0,86.0900059046,675.047815257,36.8957168163,289.306206539
9,9.0,86.1879804074,682.672345894,36.9377058889,292.573862526
10,10.0,86.2843717458,690.310798631,36.9790164625,295.847485128
11,10.0,86.2843717458,690.310798631,36.9790164625,295.847485128
12,11.0,86.3792086052,697.961524869,37.0196608308,299.126367801
13,12.0,86.4724975898,705.622888682,37.0596418242,302.409809435
14,13.0,86.5642574934,713.293232887,37.0989674972,305.697099809
15,14.0,86.6545113401,720.97088874,37.1376477172,308.987523746
16,15.0,86.7432716915,728.654192581,37.1756878677,312.280368249
17,16.0,86.8305728355,736.341453735,37.2131026438,315.574908743
18,17.0,86.9164102919,744.031017973,37.2498901251,318.870436274
19,18.0,87.0008146141,751.721194144,37.2860634061,322.166226062
20,19.0,87.0838090098,759.41029836,37.3216324328,325.46155644
21,20.0,87.1653921648,767.096672263,37.356596642,328.755716684
22,20.0,87.1653921648,767.096672263,37.356596642,328.755716684
23,21.0,87.2455974313,774.778626426,37.3909703277,332.047982754
24,22.0,87.3244408058,782.454492398,37.4247603453,335.337639599
25,23.0,87.4019443661,790.122601213,37.4579761569,338.623971948
26,24.0,87.4781158738,797.781305834,37.4906210887,341.906273929
27,25.0,87.552985239,805.428944278,37.5227079596,345.183833262
28,26.0,87.6265526165,813.063895326,37.5542368356,348.45595514
29,27.0,87.6988482649,820.684518372,37.5852206849,351.721936445
30,28.0,87.7698871585,828.289201007,37.615665925,354.981086146
31,29.0,87.8397005911,835.876327117,37.6455859676,358.232711621
32,30.0,87.9082865187,843.444332975,37.6749799366,361.476142703
33,30.0,87.9082865187,843.444332975,37.6749799366,361.476142703
34,31.0,87.9756691385,850.99164007,37.7038582023,364.710702887
35,32.0,88.0418580168,858.516705669,37.7322248643,367.935731001
36,33.0,88.106889464,866.01797514,37.7600954846,371.150560774
37,34.0,88.1707618592,873.493959943,37.7874693683,374.354554261
38,35.0,88.2334948938,880.94316465,37.8143549545,377.547070564
39,36.0,88.2951194063,888.364105373,37.8407654599,380.727473731
40,37.0,88.3556476157,895.755344096,37.8667061211,383.895147469
41,38.0,88.4150720503,903.115484519,37.8921737358,387.049493365
42,39.0,88.4734397629,910.443101411,37.9171884698,390.189900605
43,40.0,88.5307519064,917.736841191,37.941750817,393.315789082
44,40.0,88.5307519064,917.736841191,37.941750817,393.315789082
45,41.0,88.5870344879,924.995354635,37.9658719234,396.426580558
46,42.0,88.6422979607,932.21733456,37.9895562689,399.521714811
47,43.0,88.69655028,939.401508851,38.0128072628,402.600646651
48,44.0,88.7498123624,946.546617441,38.0356338695,405.662836046
49,45.0,88.8021156913,953.651421915,38.058049582,408.707752249
50,46.0,88.853455754,960.714751329,38.0800524661,411.734893427
51,47.0,88.9038466761,967.735446873,38.1016485755,414.743762946
52,48.0,88.9533216802,974.71236623,38.1228521487,417.733871241
53,49.0,89.0018724328,981.644440009,38.143659614,420.704760004
54,50.0,89.0495271513,988.530590216,38.1640830648,423.655967235
55,50.0,89.0495271513,988.530590216,38.1640830648,423.655967235
56,51.0,89.0963145063,995.369774922,38.1841347883,426.587046395
