,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,36.6473454584,671.937394342,15.7060051964,287.973169004
2,2.0,36.670119352,680.528347603,15.7157654366,291.655006116
3,3.0,36.6924539637,689.146489922,15.725337413,295.348495681
4,4.0,36.7143483496,697.789818602,15.7347207212,299.052779401
5,5.0,36.7358155482,706.456292852,15.7439209492,302.766982651
6,6.0,36.7568609082,715.143857407,15.7529403892,306.490224603
7,7.0,36.7774857525,723.850440732,15.7617796083,310.221617457
8,8.0,36.7977106882,732.573933642,15.7704474378,313.960257275
9,9.0,36.8175308228,741.312236088,15.7789417812,317.705244038
10,10.0,36.8369566104,750.063218369,15.7872671187,321.455665015
11,10.0,36.8369566104,750.063218369,15.7872671187,321.455665015
12,11.0,36.8559973125,758.824739617,15.7954274196,325.210602693
13,12.0,36.8746564352,767.594654513,15.8034241865,328.969137648
14,13.0,36.8929445724,776.370802511,15.8112619596,332.730343933
15,14.0,36.9108659315,785.151023425,15.8189425421,336.493295754
16,15.0,36.92843036,793.933147519,15.8264701541,340.257063223
17,16.0,36.9456374002,802.715013588,15.8338445999,344.020720109
18,17.0,36.9624974979,811.49444988,15.8410703563,347.783335663
19,18.0,36.9790185548,820.269289678,15.8481508092,351.543981291
20,19.0,36.995207917,829.037371444,15.8550891073,355.301730619
21,20.0,37.0110681283,837.796545172,15.8618863406,359.055662217
22,20.0,37.0110681283,837.796545172,15.8618863406,359.055662217
23,21.0,37.0266050467,846.544666377,15.86854502,362.804857019
24,22.0,37.0418298861,855.27959616,15.8750699511,366.548398355
25,23.0,37.0567380776,863.999224374,15.8814591761,370.285381874
26,24.0,37.0713486223,872.701432333,15.8877208381,374.014899572
27,25.0,37.0856547122,881.384144182,15.8938520193,377.736061792
28,26.0,37.0996705128,890.045282092,15.8998587908,381.44797804
29,27.0,37.1134054488,898.682793913,15.9057451925,385.14976882
30,28.0,37.1268505049,907.29466872,15.9115073591,388.840572309
31,29.0,37.1400247605,915.878892158,15.9171534689,392.519525211
32,30.0,37.1529271296,924.433496492,15.9226830558,396.185784211
33,30.0,37.1529271296,924.433496492,15.9226830558,396.185784211
34,31.0,37.1655587031,932.956539977,15.928096587,399.838517133
35,32.0,37.1779355006,941.446095821,15.933400929,403.476898209
36,33.0,37.1900517345,949.900290506,15.9385936005,407.100124503
37,34.0,37.2019205497,958.317264633,15.9436802356,410.707399129
38,35.0,37.2135421244,966.695206323,15.9486609102,414.297945567
39,36.0,37.2249236855,975.032332624,15.9535387212,417.870999697
40,37.0,37.2360667202,983.326903645,15.9583143093,421.425815848
41,38.0,37.2469780123,991.577212833,15.9629905791,424.961662641
42,39.0,37.2576645803,999.781593243,15.9675705356,428.477825675
43,40.0,37.2681258134,1007.93842658,15.9720539232,431.973611389
44,40.0,37.2681258134,1007.93842658,15.9720539232,431.973611389
45,41.0,37.2783721452,1016.04612553,15.976445206,435.44833951
46,42.0,37.2884027694,1024.10315706,15.9807440448,438.901353026
47,43.0,37.2982257721,1032.10802329,15.9849539004,442.332009983
48,44.0,37.3078403057,1040.05928002,15.9890744157,445.73969144
49,45.0,37.3172529396,1047.95552128,15.9931084028,449.123794834
50,46.0,37.3264715528,1055.795386,15.9970592344,452.483736861
51,47.0,37.335493181,1063.57757088,16.0009256477,455.81895895
52,48.0,37.3443264914,1071.30080837,16.0047113519,459.128917875
53,49.0,37.3529739341,1078.96388504,16.0084173986,462.413093588
54,50.0,37.3614384755,1086.56563514,16.0120450599,465.670986489
55,50.0,37.3614384755,1086.56563514,16.0120450599,465.670986489
56,51.0,37.3697241774,1094.10494045,16.0155960762,468.902117337
57,52.0,37.3778376682,1101.58072894,16.0190732848,472.10602669
58,53.0,37.385776361,1108.99198673,16.0224755839,475.282280027
59,54.0,37.3935484987,1116.33773817,16.0258065009,478.430459216
60,55.0,37.4011587412,1123.61706026,16.0290680314,481.550168683
61,56.0,37.4086039832,1130.82908673,16.0322588519,484.641037168
62,57.0,37.4158974026,1137.97298396,16.0353846269,487.702707384
63,58.0,37.4230291852,1145.04799005,16.0384410619,490.734852896
64,59.0,37.4300155646,1152.05336548,16.041435258,493.737156618
65,60.0,37.436849105,1158.98844261,16.0443638931,496.709332555
66,60.0,37.436849105,1158.98844261,16.0443638931,496.709332555
67,61.0,37.4435405559,1165.85258338,16.0472316731,499.651107156
68,62.0,37.4500878941,1172.64520991,16.0500376666,502.562232823
69,63.0,37.4564968166,1179.36578358,16.0527843506,505.442478677
70,64.0,37.4627699002,1186.01381524,16.0554728256,508.29163509
71,65.0,37.4689093945,1192.58886191,16.0581040486,511.109512223
72,66.0,37.4749143485,1199.09052904,16.0606775657,513.895941032
73,67.0,37.4807942038,1205.51845628,16.0631975074,516.650766987
74,68.0,37.4865491873,1211.87233629,16.0656639404,519.373858408
75,69.0,37.4921570036,1218.1519275,16.0680670037,522.065112071
76,70.0,37.4976912449,1224.3569347,16.0704391093,524.724400581
77,70.0,37.4976912449,1224.3569347,16.0704391093,524.724400581
78,71.0,37.5030806148,1230.48724915,16.0727487953,527.351678246
79,72.0,37.5083609371,1236.54269571,16.0750118247,529.946869597
80,73.0,37.5135292566,1242.52317789,16.0772268648,532.509933343
81,74.0,37.5185789645,1248.42864176,16.0793909735,535.04084648
82,75.0,37.5235268412,1254.25904805,16.0815115199,537.539592006
83,76.0,37.52836614,1260.01441815,16.0835855018,540.006179194
84,77.0,37.533098861,1265.69480083,16.0856137741,542.440628951
85,78.0,37.5377356745,1271.30027141,16.0876010133,544.84297345
86,79.0,37.5422694715,1276.83095713,16.0895440599,547.21326734
87,80.0,37.5467072696,1282.28700433,16.0914459816,549.551573276
88,80.0,37.5467072696,1282.28700433,16.0914459816,549.551573276
89,81.0,37.5510488475,1287.6685988,16.0933066559,551.857970906
90,82.0,37.5552956711,1292.97595578,16.0951267046,554.132552488
91,83.0,37.5594509653,1298.20931895,16.096907525,556.375422439
92,84.0,37.5635223914,1303.36895668,16.0986524696,558.586695703
93,85.0,37.5675026683,1308.45518039,16.1003583073,560.766505861
94,86.0,37.571393916,1313.4683192,16.1020259502,562.914993958
95,87.0,37.5752058391,1318.40872071,16.1036596521,565.03230887
96,88.0,37.5789361572,1323.27676956,16.1052583868,567.118615493
97,89.0,37.5825823821,1328.07287462,16.1068210377,569.174089105
98,90.0,37.5861509566,1332.79745883,16.1083504225,571.198910913
99,90.0,37.5861509566,1332.79745883,16.1083504225,571.198910913
100,91.0,37.5896193176,1337.45099623,16.1098365838,573.193284364
101,92.0,37.5930597123,1342.03388701,16.1113113222,575.157380132
102,93.0,37.5963996378,1346.54669624,16.1127426862,577.091441262
103,94.0,37.599670288,1350.9899043,16.114144396,578.995673284
104,95.0,37.6028715691,1355.36404102,16.1155163916,580.870303292
105,96.0,37.6060032021,1359.66965361,16.1168585328,582.715565814
106,97.0,37.6090610848,1363.90730933,16.1181689955,584.531704041
107,98.0,37.6120597687,1368.07757214,16.1194541707,586.318959504
108,99.0,37.6149905221,1372.18104375,16.1207101967,588.077590205
109,100.0,37.6178617051,1376.21832229,16.1219407387,589.807852403
110,100.0,37.6178617051,1376.21832229,16.1219407387,589.807852403
111,101.0,37.62066229,1380.19003803,16.1231409243,591.510016356
112,102.0,37.6234122157,1384.09680207,16.1243195185,593.184343747
113,103.0,37.626099176,1387.93926885,16.1254710864,594.831115211
114,104.0,37.6287249463,1391.71808889,16.1265963952,596.450609535
115,105.0,37.6312992945,1395.43391416,16.127699731,598.043106036
116,106.0,37.6338129477,1399.08742433,16.1287769968,599.608896123
117,107.0,37.6362707299,1402.6792929,16.1298303027,601.148268396
118,108.0,37.6386798254,1406.21019818,16.1308627977,602.661513489
119,109.0,37.6410328736,1409.6808395,16.1318712281,604.14893122
120,110.0,37.6433405913,1413.09190392,16.1328602987,605.61081592
121,110.0,37.6433405913,1413.09190392,16.1328602987,605.61081592
122,111.0,37.6455910827,1416.44410619,16.1338247598,607.04747407
123,112.0,37.6477941207,1419.73814389,16.1347689012,608.459204532
124,113.0,37.649950219,1422.97472768,16.1356929372,609.846311876
125,114.0,37.6520609207,1426.15457047,16.136597534,611.209101635
126,115.0,37.6541259992,1429.2783896,16.1374825802,612.54788125
127,116.0,37.656146172,1432.34690351,16.1383483808,613.862958624
128,117.0,37.6581208393,1435.3608335,16.1391946612,615.154642913
129,118.0,37.6600527514,1438.32089857,16.1400226204,616.423242233
130,119.0,37.6619411426,1441.22782176,16.140831912,617.669066474
131,120.0,37.6637882118,1444.08232313,16.1416234924,618.892424227
132,120.0,37.6637882118,1444.08232313,16.1416234924,618.892424227
133,121.0,37.6655984463,1446.88512006,16.1423993225,620.093622893
134,122.0,37.667367768,1449.63693757,16.1431576022,621.272973257
135,123.0,37.6690996879,1452.33849181,16.1438998645,622.430782207
136,124.0,37.6707886555,1454.99050628,16.1446236631,623.56735988
137,125.0,37.6724508866,1457.59368056,16.1453361101,624.683005939
138,126.0,37.6740684613,1460.14874592,16.1460293283,625.778033976
139,127.0,37.6756535712,1462.65640065,16.146708663,626.852743144
140,128.0,37.6772078234,1465.11735045,16.1473748114,627.907435875
141,129.0,37.6787219713,1467.53230837,16.1480237061,628.94241787
142,130.0,37.6802066248,1469.9019638,16.1486599977,629.95798447
143,130.0,37.6802066248,1469.9019638,16.1486599977,629.95798447
144,131.0,37.681655653,1472.22701877,16.1492809869,630.954436622
145,132.0,37.6830745801,1474.50815927,16.1498890917,631.932068271
146,133.0,37.6844631123,1476.74607247,16.1504841761,632.891173933
147,134.0,37.6858235985,1478.94143806,16.1510672643,633.832044876
148,135.0,37.6871525952,1481.09493638,16.1516368375,634.754972722
149,136.0,37.688451952,1483.20723713,16.1521937011,635.660244477
