,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,433.397252455,267.582626083,185.741679623,114.678268321
2,2.0,457.396290968,243.568619616,196.026981843,104.386551264
3,3.0,464.199531512,236.464024657,198.942656362,101.341724853
4,4.0,466.028776842,234.252029988,199.726618647,100.393727138
5,5.0,466.419463893,233.456483771,199.894055954,100.052778759
6,6.0,466.39487517,233.071256165,199.88351793,99.8876812137
7,7.0,466.2506097,232.805695125,199.821689871,99.7738693393
8,8.0,466.072264028,232.575628015,199.745256012,99.6752691493
9,9.0,465.884671472,232.356625892,199.664859202,99.5814110964
10,10.0,465.694804829,232.141820656,199.583487784,99.4893517099
11,10.0,465.694804829,232.141820656,199.583487784,99.4893517099
12,11.0,465.505418681,231.928539445,199.502322292,99.3979454765
13,12.0,465.316459359,231.716726883,199.421339725,99.3071686643
14,13.0,465.12824739,231.50610277,199.340677453,99.216901187
15,14.0,464.94086842,231.296572252,199.26037218,99.1271023938
16,15.0,464.754237502,231.088207158,199.180387501,99.0378030677
17,16.0,464.568558663,230.880795754,199.100810855,98.9489124661
18,17.0,464.383676911,230.674477751,199.021575819,98.8604904645
19,18.0,464.199647062,230.469187719,198.942705884,98.7725090224
20,19.0,464.016388927,230.264992301,198.864166683,98.6849967005
21,20.0,463.833941902,230.061839714,198.785975101,98.597931306
22,20.0,463.833941902,230.061839714,198.785975101,98.597931306
23,21.0,463.65236327,229.859758064,198.708155687,98.5113248845
24,22.0,463.471555591,229.65864765,198.630666682,98.4251347071
25,23.0,463.291558903,229.458549012,198.553525244,98.339378148
26,24.0,463.112318537,229.259502935,198.476707944,98.2540726866
27,25.0,462.933943716,229.06139445,198.400261592,98.16916905
28,26.0,462.75641058,228.864234605,198.324175963,98.0846719736
29,27.0,462.579566336,228.668163041,198.248385572,98.0006413035
30,28.0,462.403547979,228.473033065,198.172949134,97.9170141705
31,29.0,462.228343098,228.278847343,198.097861328,97.8337917186
32,30.0,462.05382234,228.085723448,198.023066717,97.7510243349
33,30.0,462.05382234,228.085723448,198.023066717,97.7510243349
34,31.0,461.880126601,227.893603176,197.948625686,97.6686870756
35,32.0,461.70717124,227.702374945,197.87450196,97.5867321193
36,33.0,461.534985035,227.512093396,197.800707872,97.5051828838
37,34.0,461.363521901,227.322792604,197.727223672,97.4240539732
38,35.0,461.192857557,227.134389074,197.65408181,97.343309603
39,36.0,461.022920367,226.94694255,197.581251586,97.2629753784
40,37.0,460.853773332,226.760381303,197.508759999,97.1830205585
41,38.0,460.685333351,226.574776664,197.436571436,97.1034757133
42,39.0,460.517560912,226.390157991,197.364668962,97.0243534247
43,40.0,460.350631535,226.206343073,197.293127801,96.9455756026
44,40.0,460.350631535,226.206343073,197.293127801,96.9455756026
45,41.0,460.184498905,226.023449118,197.221928102,96.8671924791
46,42.0,460.019064681,225.841399619,197.151027721,96.7891712655
47,43.0,459.854326616,225.660269292,197.080425693,96.7115439824
48,44.0,459.690253039,225.480076237,197.010108445,96.6343183873
49,45.0,459.52682898,225.300827756,196.940069563,96.5574976099
50,46.0,459.364111174,225.122466116,196.87033336,96.4810569067
51,47.0,459.202122608,224.944955302,196.800909689,96.4049808435
52,48.0,459.040865408,224.768282711,196.73179946,96.3292640189
53,49.0,458.880338136,224.592439619,196.663002058,96.2539026938
54,50.0,458.720502836,224.417456469,196.594501216,96.1789099152
55,50.0,458.720502836,224.417456469,196.594501216,96.1789099152
56,51.0,458.561444412,224.243321088,196.526333319,96.1042804663
57,52.0,458.403052201,224.069969605,196.458450943,96.0299869734
58,53.0,458.245331114,223.897470495,196.390856192,95.9560587834
59,54.0,458.088124927,223.725970145,196.323482112,95.8825586336
60,55.0,457.931629769,223.555265808,196.256412758,95.809399632
61,56.0,457.775895702,223.38529989,196.189669586,95.7365570957
62,57.0,457.62088313,223.216102173,196.123235627,95.6640437884
63,58.0,457.466425499,223.047828276,196.0570395,95.591926404
64,59.0,457.312563119,222.880430135,195.991098479,95.5201843436
65,60.0,457.159558585,222.713641238,195.925525108,95.4487033877
66,60.0,457.159558585,222.713641238,195.925525108,95.4487033877
67,61.0,457.007173351,222.547773729,195.86021715,95.3776173122
68,62.0,456.855390787,222.382663422,195.79516748,95.3068557525
69,63.0,456.704249592,222.218350824,195.730392682,95.2364360673
70,64.0,456.553715875,222.054860313,195.665878232,95.1663687055
71,65.0,456.403866813,221.89210876,195.601657206,95.09661804
72,66.0,456.254638597,221.730150569,195.537702256,95.0272073865
73,67.0,456.106092361,221.568917653,195.474039583,94.9581075657
74,68.0,455.958187422,221.408441836,195.410651752,94.8893322153
75,69.0,455.810877205,221.24876156,195.347518802,94.8208978116
76,70.0,455.664135966,221.0898941,195.2846297,94.7528117572
77,70.0,455.664135966,221.0898941,195.2846297,94.7528117572
78,71.0,455.518143575,220.931737579,195.222061532,94.685030391
79,72.0,455.372761401,220.77425373,195.159754886,94.6175373129
80,73.0,455.227905935,220.617602706,195.097673972,94.5504011598
81,74.0,455.083669416,220.461684787,195.035858321,94.4835791944
82,75.0,454.940041299,220.3065029,194.974303414,94.4170726713
83,76.0,454.796964908,220.15210479,194.912984961,94.350902053
84,77.0,454.654493135,219.998431655,194.851925629,94.2850421379
85,78.0,454.512681369,219.845421223,194.791149158,94.2194662384
86,79.0,454.371493196,219.693100876,194.730639941,94.1541860899
87,80.0,454.230913401,219.5414811,194.670391458,94.0892061858
88,80.0,454.230913401,219.5414811,194.670391458,94.0892061858
89,81.0,454.091014459,219.390559087,194.610434768,94.0245253231
90,82.0,453.951640071,219.240328264,194.550702887,93.9601406846
91,83.0,453.812716682,219.090930092,194.491164292,93.8961128964
92,84.0,453.674541678,218.9420652,194.431946433,93.8323136572
93,85.0,453.536821505,218.794016041,194.372923502,93.7688640177
94,86.0,453.399686592,218.646646572,194.314151396,93.7057056737
95,87.0,453.263119539,218.499967086,194.25562266,93.642843037
96,88.0,453.127160621,218.353930706,194.197354552,93.5802560169
97,89.0,452.991780776,218.208557927,194.139334618,93.5179533973
98,90.0,452.856988005,218.063836584,194.081566288,93.4559299646
99,90.0,452.856988005,218.063836584,194.081566288,93.4559299646
100,91.0,452.722748277,217.919882731,194.024034976,93.3942354561
101,92.0,452.58903312,217.776538609,193.96672848,93.3328022611
102,93.0,452.455878832,217.63385132,193.909662357,93.2716505658
103,94.0,452.323273644,217.491825188,193.852831562,93.2107822235
104,95.0,452.191277182,217.350395371,193.79626165,93.1501694446
105,96.0,452.059726572,217.209716333,193.739882817,93.0898784284
106,97.0,451.928818063,217.069588027,193.68377917,93.0298234401
107,98.0,451.798397936,216.930155188,193.62788483,92.9700665089
108,99.0,451.668458832,216.791418053,193.572196642,92.9106077371
109,100.0,451.539135982,216.653238872,193.516772564,92.8513880881
110,100.0,451.539135982,216.653238872,193.516772564,92.8513880881
111,101.0,451.410383949,216.515739763,193.461593121,92.7924598986
112,102.0,451.282120813,216.378825423,193.406623206,92.733782324
113,103.0,451.154366576,216.24255542,193.35187139,92.6753808941
114,104.0,451.027128082,216.106916757,193.297340607,92.6172500387
115,105.0,450.90038994,215.971918191,193.24302426,92.5593935103
116,106.0,450.774326475,215.83738258,193.188997061,92.5017353916
117,107.0,450.648591151,215.703644561,193.135110493,92.4444190975
118,108.0,450.523541631,215.570346707,193.081517842,92.387291446
119,109.0,450.398884324,215.437771974,193.028093282,92.3304737034
120,110.0,450.274784478,215.305751687,192.974907633,92.2738935802
121,110.0,450.274784478,215.305751687,192.974907633,92.2738935802
122,111.0,450.151221476,215.174386599,192.921952061,92.2175942569
123,112.0,450.028123613,215.043568229,192.869195834,92.161529241
124,113.0,449.905534589,214.913334691,192.816657681,92.1057148677
125,114.0,449.783442464,214.783692158,192.764332485,92.0501537821
126,115.0,449.661828287,214.654653053,192.712212123,91.9948513083
127,116.0,449.540722139,214.526182793,192.660309488,91.9397926254
128,117.0,449.420137119,214.398262896,192.608630194,91.8849698126
129,118.0,449.300028558,214.270931501,192.557155096,91.8303992147
130,119.0,449.180485209,214.144095848,192.505922233,91.7760410776
131,120.0,449.061337626,214.017916676,192.454858982,91.7219642898
132,120.0,449.061337626,214.017916676,192.454858982,91.7219642898
133,121.0,448.942700844,213.892367183,192.404014648,91.6681573642
134,122.0,448.824526354,213.767304864,192.353368437,91.6145592273
135,123.0,448.706836325,213.642796755,192.302929853,91.5611986091
136,124.0,448.589572776,213.518893001,192.252674047,91.5080970006
137,125.0,448.472856501,213.39547191,192.202652786,91.4552022472
138,126.0,448.356612123,213.272600645,192.152833767,91.4025431338
139,127.0,448.240822306,213.150290953,192.10320956,91.3501246943
140,128.0,448.125484954,213.028539689,192.053779266,91.2979455812
141,129.0,448.010620843,212.907321218,192.00455179,91.2459948078
142,130.0,447.896257039,212.786603695,191.955538731,91.1942587265
143,130.0,447.896257039,212.786603695,191.955538731,91.1942587265
