,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,6.07165004941,703.122622795,2.60213573546,301.338266912
2,2.0,6.07233471865,712.376400666,2.60242916514,305.304171714
3,3.0,6.07300408334,721.658237053,2.60271603572,309.282101594
4,4.0,6.07365812664,730.965799232,2.60299633999,313.271056814
5,5.0,6.0742978709,740.296719725,2.6032705161,317.270022739
6,6.0,6.07492360881,749.648609777,2.60353868949,321.277975619
7,7.0,6.07553456604,759.0190651,2.6038005283,325.293885043
8,8.0,6.07613245486,768.405650956,2.60405676637,329.316707552
9,9.0,6.0767172409,777.805927815,2.60430738896,333.345397635
10,10.0,6.07728856817,787.217436203,2.6045522435,337.37890123
11,10.0,6.07728856817,787.217436203,2.6045522435,337.37890123
12,11.0,6.07784701239,796.637699242,2.60479157674,341.416156818
13,12.0,6.07839327573,806.064237896,2.6050256896,345.456101956
14,13.0,6.07892672603,815.494565327,2.60525431116,349.497670855
15,14.0,6.07944871013,824.926190033,2.60547801863,353.539795728
16,15.0,6.07995905304,834.356617951,2.60569673702,357.581407693
17,16.0,6.08045794803,843.783358721,2.60591054916,361.621439452
18,17.0,6.080944891,853.203924132,2.606119239,365.658824628
19,18.0,6.08142228588,862.615830514,2.60632383681,369.692498792
20,19.0,6.08188821757,872.016609936,2.60652352182,373.721404258
21,20.0,6.08234307896,881.403800833,2.60671846241,377.744486071
22,20.0,6.08234307896,881.403800833,2.60671846241,377.744486071
23,21.0,6.08278913731,890.774954618,2.60690963028,381.760694836
24,22.0,6.08322426403,900.1276467,2.60709611316,385.768991443
25,23.0,6.08364967823,909.459453733,2.60727843353,389.768337314
26,24.0,6.08406620981,918.768003845,2.60745694706,393.757715934
27,25.0,6.08447254867,928.050923569,2.60763109229,397.736110101
28,26.0,6.08486991316,937.305878928,2.60780139136,401.702519541
29,27.0,6.08525840471,946.530559649,2.60796788774,405.655954135
30,28.0,6.08563793542,955.722697439,2.60813054375,409.59544176
31,29.0,6.08601112277,964.880041058,2.60829048122,413.520017596
32,30.0,6.08637172275,974.000378087,2.60844502403,417.428733466
33,30.0,6.08637172275,974.000378087,2.60844502403,417.428733466
34,31.0,6.0867261378,983.081536711,2.60859691619,421.320658591
35,32.0,6.08707398724,992.121380698,2.60874599454,425.194877442
36,33.0,6.08741272088,1001.11783152,2.60889116609,429.050499221
