,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,632.13188435,65.9367288805,270.913664721,28.2585980917
2,2.0,660.512057673,33.25324516,283.076596145,14.2513907829
3,3.0,659.9724805,29.2750070887,282.845348786,12.5464316094
4,4.0,656.182395247,28.5779828123,281.221026534,12.2477069195
5,5.0,652.071001548,28.2598548659,279.459000663,12.1113663711
6,6.0,647.971635739,27.9892587568,277.702129602,11.9953966101
7,7.0,643.921552559,27.7280975276,275.966379668,11.883470369
8,8.0,639.923945008,27.4720403242,274.253119289,11.7737315675
9,9.0,635.978342848,27.2204153652,272.562146935,11.6658922994
10,10.0,632.083815411,26.9730368765,270.893063747,11.5598729471
11,10.0,632.083815411,26.9730368765,270.893063747,11.5598729471
12,11.0,628.239356759,26.7298753553,269.245438611,11.4556608665
13,12.0,624.443924894,26.4907730118,267.618824955,11.3531884336
14,13.0,620.696704112,26.2556324067,266.012873191,11.2524138886
15,14.0,616.996710679,26.0243999224,264.42716172,11.1533142524
16,15.0,613.343051052,25.7969733405,262.861307594,11.0558457174
17,16.0,609.734927814,25.5732229888,261.314969063,10.9599527095
18,17.0,606.171429357,25.3531284365,259.787755439,10.8656264728
19,18.0,602.651788429,25.1365401696,258.279337898,10.7728029298
20,19.0,599.175178626,24.9233997942,256.789362268,10.6814570547
21,20.0,595.740748107,24.7136954745,255.317463474,10.5915837748
22,20.0,595.740748107,24.7136954745,255.317463474,10.5915837748
23,21.0,592.347890517,24.5072591957,253.86338165,10.5031110839
24,22.0,588.995680051,24.3040574808,252.426720022,10.4160246346
25,23.0,585.683454456,24.104017565,251.007194767,10.3302932421
26,24.0,582.410500759,23.9070683867,249.604500325,10.2458864514
27,25.0,579.176145613,23.713141954,248.21834812,10.1627751231
28,26.0,575.979665394,23.5221721223,246.848428026,10.0809309096
29,27.0,572.820469102,23.3340889159,245.494486758,10.0003238211
30,28.0,569.697860944,23.1488377606,244.156226119,9.92093046884
31,29.0,566.61121463,22.9663641493,242.833377699,9.84272749255
32,30.0,563.559905426,22.7865961641,241.525673754,9.76568407035
33,30.0,563.559905426,22.7865961641,241.525673754,9.76568407035
34,31.0,560.543399052,22.6094914786,240.232885308,9.68978206224
35,32.0,557.560961593,22.4349962634,238.954697825,9.61499839858
36,33.0,554.612134877,22.2630196793,237.690914947,9.54129414827
37,34.0,551.69634338,22.0935218778,236.44129002,9.46865223332
38,35.0,548.812967043,21.9265059097,235.205557304,9.39707396129
39,36.0,545.961519587,21.7618680342,233.983508395,9.3265148718
40,37.0,543.14144894,21.5995773555,232.774906688,9.2569617238
41,38.0,540.352272669,21.4395673772,231.579545429,9.18838601881
42,39.0,537.593457154,21.2818278784,230.397195923,9.12078337646
43,40.0,534.864541562,21.1262694855,229.22766067,9.05411549379
44,40.0,534.864541562,21.1262694855,229.22766067,9.05411549379
45,41.0,532.165052682,20.9728905818,228.070736864,8.98838167793
46,42.0,529.494413117,20.8216340076,226.92617705,8.92355743185
47,43.0,526.85225381,20.6724414093,225.793823061,8.85961774683
48,44.0,524.238116554,20.5252793148,224.673478523,8.79654827776
49,45.0,521.651537784,20.380117158,223.564944765,8.73433592487
50,46.0,519.092075934,20.2369253972,222.468032543,8.67296802737
51,47.0,516.559322368,20.09565056,221.382566729,8.61242166855
52,48.0,514.052865904,19.9562505287,220.308371102,8.55267879801
53,49.0,511.572287662,19.8186991738,219.245266141,8.49372821735
54,50.0,509.117175729,19.6829698623,218.193075312,8.43555851243
55,50.0,509.117175729,19.6829698623,218.193075312,8.43555851243
56,51.0,506.687228112,19.549014972,217.151669191,8.3781492737
57,52.0,504.281914561,19.4168099535,216.120820526,8.32148998008
58,53.0,501.900944123,19.2863190607,215.100404624,8.26556531171
59,54.0,499.543947494,19.1575037871,214.090263212,8.21035876591
60,55.0,497.210537159,19.0303421292,213.090230211,8.15586091252
61,56.0,494.900382705,18.9048047272,212.100164017,8.10205916881
62,57.0,492.613145618,18.7808567355,211.11991955,8.04893860093
63,58.0,490.348475109,18.6584662726,210.149346475,7.99648554542
64,59.0,488.106038608,18.5376231014,209.188302261,7.94469561486
65,60.0,485.885509884,18.4182859207,208.236647093,7.89355110888
66,60.0,485.885509884,18.4182859207,208.236647093,7.89355110888
67,61.0,483.686627447,18.3004293391,207.294268906,7.84304114533
68,62.0,481.508971686,18.1840157089,206.360987866,7.79314958951
69,63.0,479.352281708,18.0690451827,205.436692161,7.74387650685
70,64.0,477.216266378,17.9554687891,204.521257019,7.69520090964
71,65.0,475.10062102,17.8432734103,203.614551866,7.64711717583
72,66.0,473.005060594,17.7324344401,202.71645454,7.59961476003
73,67.0,470.929286721,17.6229311481,201.826837166,7.55268477776
74,68.0,468.873020115,17.514733183,200.945580049,7.50631422129
75,69.0,466.83599624,17.4078281828,200.072569817,7.46049779265
76,70.0,464.817962802,17.3021910501,199.207698344,7.41522473575
77,70.0,464.817962802,17.3021910501,199.207698344,7.41522473575
78,71.0,462.818708979,17.197787552,198.350875277,7.37048037942
79,72.0,460.837838209,17.0946120091,197.501930661,7.3262622896
80,73.0,458.875173593,16.992639237,196.660788683,7.28255967301
81,74.0,456.930458522,16.891845037,195.827339366,7.2393621587
82,75.0,455.003448913,16.7922135937,195.001478105,7.19666296872
83,76.0,453.093901998,16.6937277023,194.183100856,7.15445472955
84,77.0,451.201584922,16.5963587845,193.372107824,7.11272519336
85,78.0,449.326242666,16.5001052571,192.568389714,7.07147368161
86,79.0,447.467673468,16.4049467245,191.771860058,7.03069145334
87,80.0,445.625650559,16.3108560794,190.982421668,6.99036689115
88,80.0,445.625650559,16.3108560794,190.982421668,6.99036689115
89,81.0,443.800015759,16.2178132112,190.200006754,6.95049137625
90,82.0,441.990424948,16.1258101059,189.424467835,6.91106147396
91,83.0,440.196737044,16.0348255626,188.655744447,6.87206809824
92,84.0,438.418732227,15.9448489862,187.893742383,6.83350670836
93,85.0,436.656196147,15.8558531602,187.138369777,6.7953656401
94,86.0,434.908907088,15.7678303,186.389531609,6.75764155716
95,87.0,433.176749591,15.6807699107,185.647178396,6.72032996172
96,88.0,431.459476649,15.594654457,184.911204278,6.68342333871
97,89.0,429.756906757,15.5094648069,184.181531467,6.64691348866
98,90.0,428.068850895,15.4251843046,183.458078955,6.61079327341
99,90.0,428.068850895,15.4251843046,183.458078955,6.61079327341
100,91.0,426.395162706,15.341811015,182.740784017,6.57506186355
101,92.0,424.735569642,15.2593208605,182.029529847,6.53970894024
102,93.0,423.089944588,15.1777022888,181.324261966,6.50472955233
103,94.0,421.458096412,15.0969380679,180.624898462,6.47011631481
104,95.0,419.839817279,15.017017383,179.931350262,6.43586459271
105,96.0,418.235036151,14.9379389001,179.243586922,6.40197381432
106,97.0,416.643539486,14.8596865912,178.561516922,6.36843711053
107,98.0,415.06516934,14.7822345167,177.885072574,6.3352433643
108,99.0,413.499757985,14.7055759016,177.214181994,6.30238967212
109,100.0,411.94713371,14.6297120235,176.54877159,6.26987658149
110,100.0,411.94713371,14.6297120235,176.54877159,6.26987658149
111,101.0,410.40720693,14.5546173105,175.88880297,6.23769313307
112,102.0,408.879711411,14.4802856991,175.234162033,6.20583672817
113,103.0,407.364552083,14.4067066147,174.584808036,6.17430283485
114,104.0,405.861584976,14.3338641631,173.940679276,6.14308464131
115,105.0,404.370663321,14.2617461431,173.301712852,6.11217691849
116,106.0,402.891622193,14.1903569794,172.667838083,6.08158156262
117,107.0,401.424324577,14.1196737611,172.038996247,6.05128875477
118,108.0,399.968615289,14.049691948,171.415120838,6.02129654913
119,109.0,398.524443097,13.9803845894,170.796189899,5.99159339547
120,110.0,397.091602349,13.9117702314,170.182115292,5.96218724203
121,110.0,397.091602349,13.9117702314,170.182115292,5.96218724203
122,111.0,395.670018299,13.843827452,169.572864985,5.93306890801
123,112.0,394.259466918,13.7765414149,168.968342965,5.90423203496
124,113.0,392.859868619,13.7099053268,168.368515122,5.8756737115
125,114.0,391.471091181,13.6439076582,167.773324792,5.84738899639
126,115.0,390.09298982,13.5785450152,167.182709923,5.81937643508
127,116.0,388.72548887,13.5138079422,166.596638087,5.79163197523
128,117.0,387.368445807,13.4496819894,166.015048203,5.76414942402
129,118.0,386.021738164,13.3861630002,165.437887785,5.73692700008
130,119.0,384.68524241,13.3232488027,164.86510389,5.70996377257
131,120.0,383.358851818,13.2609226247,164.296650779,5.68325255343
132,120.0,383.358851818,13.2609226247,164.296650779,5.68325255343
133,121.0,382.042491949,13.1991865117,163.73249655,5.6567942193
134,122.0,380.735962911,13.1380208414,163.172555533,5.63058036058
135,123.0,379.439201557,13.0774215818,162.616800667,5.60460924934
136,124.0,378.152094795,13.0173792624,162.065183484,5.57887682676
137,125.0,376.874515233,12.9578920992,161.517649386,5.55338232821
